productId,name,description,manufactoring_date,expiry_date
9622,Beta Gadget 9622,Advanced gadget for daily use,2155-09-25,2157-09-25
9623,Gamma Tool 9623,Durable tool for professionals,2155-09-30,2157-09-30
9624,Delta Device 9624,Compact and efficient device,2155-10-05,2157-10-05
9625,Epsilon Gear 9625,Precision engineered gear,2155-10-10,2157-10-10
9626,Zeta Component 9626,Essential component for machines,2155-10-15,2157-10-15
9627,Eta Module 9627,Modular design for flexibility,2155-10-20,2157-10-20
9628,Theta Part 9628,High performance part,2155-10-25,2157-10-25
9629,Iota Accessory 9629,Accessory for multiple uses,2155-10-30,2157-10-30
9630,Kappa Unit 9630,Unit for industrial applications,2155-11-04,2157-11-04
9631,Lambda Widget 9631,Next-gen widget,2155-11-09,2157-11-09
9632,Mu Gadget 9632,Smart gadget for home,2155-11-14,2157-11-14
9633,Nu Tool 9633,Ergonomic tool,2155-11-19,2157-11-19
9634,Xi Device 9634,Energy efficient device,2155-11-24,2157-11-24
9635,Omicron Gear 9635,Heavy-duty gear,2155-11-29,2157-11-29
9636,Pi Component 9636,Component for electronics,2155-12-04,2157-12-04
9637,Rho Module 9637,Module for automation,2155-12-09,2157-12-09
9638,Sigma Part 9638,Precision part,2155-12-14,2157-12-14
9639,Tau Accessory 9639,Accessory for gadgets,2155-12-19,2157-12-19
9640,Upsilon Unit 9640,Unit for assembly lines,2155-12-24,2157-12-24
9641,Alpha Widget 9641,High quality widget,2155-12-29,2157-12-29
9642,Beta Gadget 9642,Advanced gadget for daily use,2156-01-03,2158-01-03
9643,Gamma Tool 9643,Durable tool for professionals,2156-01-08,2158-01-08
9644,Delta Device 9644,Compact and efficient device,2156-01-13,2158-01-13
9645,Epsilon Gear 9645,Precision engineered gear,2156-01-18,2158-01-18
9646,Zeta Component 9646,Essential component for machines,2156-01-23,2158-01-23
9647,Eta Module 9647,Modular design for flexibility,2156-01-28,2158-01-28
9648,Theta Part 9648,High performance part,2156-02-02,2158-02-02
9649,Iota Accessory 9649,Accessory for multiple uses,2156-02-07,2158-02-07
9650,Kappa Unit 9650,Unit for industrial applications,2156-02-12,2158-02-12
9651,Lambda Widget 9651,Next-gen widget,2156-02-17,2158-02-17
9652,Mu Gadget 9652,Smart gadget for home,2156-02-22,2158-02-22
9653,Nu Tool 9653,Ergonomic tool,2156-02-27,2158-02-27
9654,Xi Device 9654,Energy efficient device,2156-03-03,2158-03-03
9655,Omicron Gear 9655,Heavy-duty gear,2156-03-08,2158-03-08
9656,Pi Component 9656,Component for electronics,2156-03-13,2158-03-13
9657,Rho Module 9657,Module for automation,2156-03-18,2158-03-18
9658,Sigma Part 9658,Precision part,2156-03-23,2158-03-23
9659,Tau Accessory 9659,Accessory for gadgets,2156-03-28,2158-03-28
9660,Upsilon Unit 9660,Unit for assembly lines,2156-04-02,2158-04-02
9661,Alpha Widget 9661,High quality widget,2156-04-07,2158-04-07
9662,Beta Gadget 9662,Advanced gadget for daily use,2156-04-12,2158-04-12
9663,Gamma Tool 9663,Durable tool for professionals,2156-04-17,2158-04-17
9664,Delta Device 9664,Compact and efficient device,2156-04-22,2158-04-22
9665,Epsilon Gear 9665,Precision engineered gear,2156-04-27,2158-04-27
9666,Zeta Component 9666,Essential component for machines,2156-05-02,2158-05-02
9667,Eta Module 9667,Modular design for flexibility,2156-05-07,2158-05-07
9668,Theta Part 9668,High performance part,2156-05-12,2158-05-12
9669,Iota Accessory 9669,Accessory for multiple uses,2156-05-17,2158-05-17
9670,Kappa Unit 9670,Unit for industrial applications,2156-05-22,2158-05-22
9671,Lambda Widget 9671,Next-gen widget,2156-05-27,2158-05-27
9672,Mu Gadget 9672,Smart gadget for home,2156-06-01,2158-06-01
9673,Nu Tool 9673,Ergonomic tool,2156-06-06,2158-06-06
9674,Xi Device 9674,Energy efficient device,2156-06-11,2158-06-11
9675,Omicron Gear 9675,Heavy-duty gear,2156-06-16,2158-06-16
9676,Pi Component 9676,Component for electronics,2156-06-21,2158-06-21
9677,Rho Module 9677,Module for automation,2156-06-26,2158-06-26
9678,Sigma Part 9678,Precision part,2156-07-01,2158-07-01
9679,Tau Accessory 9679,Accessory for gadgets,2156-07-06,2158-07-06
9680,Upsilon Unit 9680,Unit for assembly lines,2156-07-11,2158-07-11
9681,Alpha Widget 9681,High quality widget,2156-07-16,2158-07-16
9682,Beta Gadget 9682,Advanced gadget for daily use,2156-07-21,2158-07-21
9683,Gamma Tool 9683,Durable tool for professionals,2156-07-26,2158-07-26
9684,Delta Device 9684,Compact and efficient device,2156-07-31,2158-07-31
9685,Epsilon Gear 9685,Precision engineered gear,2156-08-05,2158-08-05
9686,Zeta Component 9686,Essential component for machines,2156-08-10,2158-08-10
9687,Eta Module 9687,Modular design for flexibility,2156-08-15,2158-08-15
9688,Theta Part 9688,High performance part,2156-08-20,2158-08-20
9689,Iota Accessory 9689,Accessory for multiple uses,2156-08-25,2158-08-25
9690,Kappa Unit 9690,Unit for industrial applications,2156-08-30,2158-08-30
9691,Lambda Widget 9691,Next-gen widget,2156-09-04,2158-09-04
9692,Mu Gadget 9692,Smart gadget for home,2156-09-09,2158-09-09
9693,Nu Tool 9693,Ergonomic tool,2156-09-14,2158-09-14
9694,Xi Device 9694,Energy efficient device,2156-09-19,2158-09-19
9695,Omicron Gear 9695,Heavy-duty gear,2156-09-24,2158-09-24
9696,Pi Component 9696,Component for electronics,2156-09-29,2158-09-29
9697,Rho Module 9697,Module for automation,2156-10-04,2158-10-04
9698,Sigma Part 9698,Precision part,2156-10-09,2158-10-09
9699,Tau Accessory 9699,Accessory for gadgets,2156-10-14,2158-10-14
9700,Upsilon Unit 9700,Unit for assembly lines,2156-10-19,2158-10-19
9701,Alpha Widget 9701,High quality widget,2156-10-24,2158-10-24
9702,Beta Gadget 9702,Advanced gadget for daily use,2156-10-29,2158-10-29
9703,Gamma Tool 9703,Durable tool for professionals,2156-11-03,2158-11-03
9704,Delta Device 9704,Compact and efficient device,2156-11-08,2158-11-08
9705,Epsilon Gear 9705,Precision engineered gear,2156-11-13,2158-11-13
9706,Zeta Component 9706,Essential component for machines,2156-11-18,2158-11-18
9707,Eta Module 9707,Modular design for flexibility,2156-11-23,2158-11-23
9708,Theta Part 9708,High performance part,2156-11-28,2158-11-28
9709,Iota Accessory 9709,Accessory for multiple uses,2156-12-03,2158-12-03
9710,Kappa Unit 9710,Unit for industrial applications,2156-12-08,2158-12-08
9711,Lambda Widget 9711,Next-gen widget,2156-12-13,2158-12-13
9712,Mu Gadget 9712,Smart gadget for home,2156-12-18,2158-12-18
9713,Nu Tool 9713,Ergonomic tool,2156-12-23,2158-12-23
9714,Xi Device 9714,Energy efficient device,2156-12-28,2158-12-28
9715,Omicron Gear 9715,Heavy-duty gear,2157-01-02,2159-01-02
9716,Pi Component 9716,Component for electronics,2157-01-07,2159-01-07
9717,Rho Module 9717,Module for automation,2157-01-12,2159-01-12
9718,Sigma Part 9718,Precision part,2157-01-17,2159-01-17
9719,Tau Accessory 9719,Accessory for gadgets,2157-01-22,2159-01-22
9720,Upsilon Unit 9720,Unit for assembly lines,2157-01-27,2159-01-27
9721,Alpha Widget 9721,High quality widget,2157-02-01,2159-02-01
9722,Beta Gadget 9722,Advanced gadget for daily use,2157-02-06,2159-02-06
9723,Gamma Tool 9723,Durable tool for professionals,2157-02-11,2159-02-11
9724,Delta Device 9724,Compact and efficient device,2157-02-16,2159-02-16
9725,Epsilon Gear 9725,Precision engineered gear,2157-02-21,2159-02-21
9726,Zeta Component 9726,Essential component for machines,2157-02-26,2159-02-26
9727,Eta Module 9727,Modular design for flexibility,2157-03-03,2159-03-03
9728,Theta Part 9728,High performance part,2157-03-08,2159-03-08
9729,Iota Accessory 9729,Accessory for multiple uses,2157-03-13,2159-03-13
9730,Kappa Unit 9730,Unit for industrial applications,2157-03-18,2159-03-18
9731,Lambda Widget 9731,Next-gen widget,2157-03-23,2159-03-23
9732,Mu Gadget 9732,Smart gadget for home,2157-03-28,2159-03-28
9733,Nu Tool 9733,Ergonomic tool,2157-04-02,2159-04-02
9734,Xi Device 9734,Energy efficient device,2157-04-07,2159-04-07
9735,Omicron Gear 9735,Heavy-duty gear,2157-04-12,2159-04-12
9736,Pi Component 9736,Component for electronics,2157-04-17,2159-04-17
9737,Rho Module 9737,Module for automation,2157-04-22,2159-04-22
9738,Sigma Part 9738,Precision part,2157-04-27,2159-04-27
9739,Tau Accessory 9739,Accessory for gadgets,2157-05-02,2159-05-02
9740,Upsilon Unit 9740,Unit for assembly lines,2157-05-07,2159-05-07
9741,Alpha Widget 9741,High quality widget,2157-05-12,2159-05-12
9742,Beta Gadget 9742,Advanced gadget for daily use,2157-05-17,2159-05-17
9743,Gamma Tool 9743,Durable tool for professionals,2157-05-22,2159-05-22
9744,Delta Device 9744,Compact and efficient device,2157-05-27,2159-05-27
9745,Epsilon Gear 9745,Precision engineered gear,2157-06-01,2159-06-01
9746,Zeta Component 9746,Essential component for machines,2157-06-06,2159-06-06
9747,Eta Module 9747,Modular design for flexibility,2157-06-11,2159-06-11
9748,Theta Part 9748,High performance part,2157-06-16,2159-06-16
9749,Iota Accessory 9749,Accessory for multiple uses,2157-06-21,2159-06-21
9750,Kappa Unit 9750,Unit for industrial applications,2157-06-26,2159-06-26
9751,Lambda Widget 9751,Next-gen widget,2157-07-01,2159-07-01
9752,Mu Gadget 9752,Smart gadget for home,2157-07-06,2159-07-06
9753,Nu Tool 9753,Ergonomic tool,2157-07-11,2159-07-11
9754,Xi Device 9754,Energy efficient device,2157-07-16,2159-07-16
9755,Omicron Gear 9755,Heavy-duty gear,2157-07-21,2159-07-21
9756,Pi Component 9756,Component for electronics,2157-07-26,2159-07-26
9757,Rho Module 9757,Module for automation,2157-07-31,2159-07-31
9758,Sigma Part 9758,Precision part,2157-08-05,2159-08-05
9759,Tau Accessory 9759,Accessory for gadgets,2157-08-10,2159-08-10
9760,Upsilon Unit 9760,Unit for assembly lines,2157-08-15,2159-08-15
9761,Alpha Widget 9761,High quality widget,2157-08-20,2159-08-20
9762,Beta Gadget 9762,Advanced gadget for daily use,2157-08-25,2159-08-25
9763,Gamma Tool 9763,Durable tool for professionals,2157-08-30,2159-08-30
9764,Delta Device 9764,Compact and efficient device,2157-09-04,2159-09-04
9765,Epsilon Gear 9765,Precision engineered gear,2157-09-09,2159-09-09
9766,Zeta Component 9766,Essential component for machines,2157-09-14,2159-09-14
9767,Eta Module 9767,Modular design for flexibility,2157-09-19,2159-09-19
9768,Theta Part 9768,High performance part,2157-09-24,2159-09-24
9769,Iota Accessory 9769,Accessory for multiple uses,2157-09-29,2159-09-29
9770,Kappa Unit 9770,Unit for industrial applications,2157-10-04,2159-10-04
9771,Lambda Widget 9771,Next-gen widget,2157-10-09,2159-10-09
9772,Mu Gadget 9772,Smart gadget for home,2157-10-14,2159-10-14
9773,Nu Tool 9773,Ergonomic tool,2157-10-19,2159-10-19
9774,Xi Device 9774,Energy efficient device,2157-10-24,2159-10-24
9775,Omicron Gear 9775,Heavy-duty gear,2157-10-29,2159-10-29
9776,Pi Component 9776,Component for electronics,2157-11-03,2159-11-03
9777,Rho Module 9777,Module for automation,2157-11-08,2159-11-08
9778,Sigma Part 9778,Precision part,2157-11-13,2159-11-13
9779,Tau Accessory 9779,Accessory for gadgets,2157-11-18,2159-11-18
9780,Upsilon Unit 9780,Unit for assembly lines,2157-11-23,2159-11-23
9781,Alpha Widget 9781,High quality widget,2157-11-28,2159-11-28
9782,Beta Gadget 9782,Advanced gadget for daily use,2157-12-03,2159-12-03
9783,Gamma Tool 9783,Durable tool for professionals,2157-12-08,2159-12-08
9784,Delta Device 9784,Compact and efficient device,2157-12-13,2159-12-13
9785,Epsilon Gear 9785,Precision engineered gear,2157-12-18,2159-12-18
9786,Zeta Component 9786,Essential component for machines,2157-12-23,2159-12-23
9787,Eta Module 9787,Modular design for flexibility,2157-12-28,2159-12-28
9788,Theta Part 9788,High performance part,2158-01-02,2160-01-02
9789,Iota Accessory 9789,Accessory for multiple uses,2158-01-07,2160-01-07
9790,Kappa Unit 9790,Unit for industrial applications,2158-01-12,2160-01-12
9791,Lambda Widget 9791,Next-gen widget,2158-01-17,2160-01-17
9792,Mu Gadget 9792,Smart gadget for home,2158-01-22,2160-01-22
9793,Nu Tool 9793,Ergonomic tool,2158-01-27,2160-01-27
9794,Xi Device 9794,Energy efficient device,2158-02-01,2160-02-01
9795,Omicron Gear 9795,Heavy-duty gear,2158-02-06,2160-02-06
9796,Pi Component 9796,Component for electronics,2158-02-11,2160-02-11
9797,Rho Module 9797,Module for automation,2158-02-16,2160-02-16
9798,Sigma Part 9798,Precision part,2158-02-21,2160-02-21
9799,Tau Accessory 9799,Accessory for gadgets,2158-02-26,2160-02-26
9800,Upsilon Unit 9800,Unit for assembly lines,2158-03-03,2160-03-03
9801,Alpha Widget 9801,High quality widget,2158-03-08,2160-03-08
9802,Beta Gadget 9802,Advanced gadget for daily use,2158-03-13,2160-03-13
9803,Gamma Tool 9803,Durable tool for professionals,2158-03-18,2160-03-18
9804,Delta Device 9804,Compact and efficient device,2158-03-23,2160-03-23
9805,Epsilon Gear 9805,Precision engineered gear,2158-03-28,2160-03-28
9806,Zeta Component 9806,Essential component for machines,2158-04-02,2160-04-02
9807,Eta Module 9807,Modular design for flexibility,2158-04-07,2160-04-07
9808,Theta Part 9808,High performance part,2158-04-12,2160-04-12
9809,Iota Accessory 9809,Accessory for multiple uses,2158-04-17,2160-04-17
9810,Kappa Unit 9810,Unit for industrial applications,2158-04-22,2160-04-22
9811,Lambda Widget 9811,Next-gen widget,2158-04-27,2160-04-27
9812,Mu Gadget 9812,Smart gadget for home,2158-05-02,2160-05-02
9813,Nu Tool 9813,Ergonomic tool,2158-05-07,2160-05-07
9814,Xi Device 9814,Energy efficient device,2158-05-12,2160-05-12
9815,Omicron Gear 9815,Heavy-duty gear,2158-05-17,2160-05-17
9816,Pi Component 9816,Component for electronics,2158-05-22,2160-05-22
9817,Rho Module 9817,Module for automation,2158-05-27,2160-05-27
9818,Sigma Part 9818,Precision part,2158-06-01,2160-06-01
9819,Tau Accessory 9819,Accessory for gadgets,2158-06-06,2160-06-06
9820,Upsilon Unit 9820,Unit for assembly lines,2158-06-11,2160-06-11
9821,Alpha Widget 9821,High quality widget,2158-06-16,2160-06-16
9822,Beta Gadget 9822,Advanced gadget for daily use,2158-06-21,2160-06-21
9823,Gamma Tool 9823,Durable tool for professionals,2158-06-26,2160-06-26
9824,Delta Device 9824,Compact and efficient device,2158-07-01,2160-07-01
9825,Epsilon Gear 9825,Precision engineered gear,2158-07-06,2160-07-06
9826,Zeta Component 9826,Essential component for machines,2158-07-11,2160-07-11
9827,Eta Module 9827,Modular design for flexibility,2158-07-16,2160-07-16
9828,Theta Part 9828,High performance part,2158-07-21,2160-07-21
9829,Iota Accessory 9829,Accessory for multiple uses,2158-07-26,2160-07-26
9830,Kappa Unit 9830,Unit for industrial applications,2158-07-31,2160-07-31
9831,Lambda Widget 9831,Next-gen widget,2158-08-05,2160-08-05
9832,Mu Gadget 9832,Smart gadget for home,2158-08-10,2160-08-10
9833,Nu Tool 9833,Ergonomic tool,2158-08-15,2160-08-15
9834,Xi Device 9834,Energy efficient device,2158-08-20,2160-08-20
9835,Omicron Gear 9835,Heavy-duty gear,2158-08-25,2160-08-25
9836,Pi Component 9836,Component for electronics,2158-08-30,2160-08-30
9837,Rho Module 9837,Module for automation,2158-09-04,2160-09-04
9838,Sigma Part 9838,Precision part,2158-09-09,2160-09-09
9839,Tau Accessory 9839,Accessory for gadgets,2158-09-14,2160-09-14
9840,Upsilon Unit 9840,Unit for assembly lines,2158-09-19,2160-09-19
9841,Alpha Widget 9841,High quality widget,2158-09-24,2160-09-24
9842,Beta Gadget 9842,Advanced gadget for daily use,2158-09-29,2160-09-29
9843,Gamma Tool 9843,Durable tool for professionals,2158-10-04,2160-10-04
9844,Delta Device 9844,Compact and efficient device,2158-10-09,2160-10-09
9845,Epsilon Gear 9845,Precision engineered gear,2158-10-14,2160-10-14
9846,Zeta Component 9846,Essential component for machines,2158-10-19,2160-10-19
9847,Eta Module 9847,Modular design for flexibility,2158-10-24,2160-10-24
9848,Theta Part 9848,High performance part,2158-10-29,2160-10-29
9849,Iota Accessory 9849,Accessory for multiple uses,2158-11-03,2160-11-03
9850,Kappa Unit 9850,Unit for industrial applications,2158-11-08,2160-11-08
9851,Lambda Widget 9851,Next-gen widget,2158-11-13,2160-11-13
9852,Mu Gadget 9852,Smart gadget for home,2158-11-18,2160-11-18
9853,Nu Tool 9853,Ergonomic tool,2158-11-23,2160-11-23
9854,Xi Device 9854,Energy efficient device,2158-11-28,2160-11-28
9855,Omicron Gear 9855,Heavy-duty gear,2158-12-03,2160-12-03
9856,Pi Component 9856,Component for electronics,2158-12-08,2160-12-08
9857,Rho Module 9857,Module for automation,2158-12-13,2160-12-13
9858,Sigma Part 9858,Precision part,2158-12-18,2160-12-18
9859,Tau Accessory 9859,Accessory for gadgets,2158-12-23,2160-12-23
9860,Upsilon Unit 9860,Unit for assembly lines,2158-12-28,2160-12-28
9861,Alpha Widget 9861,High quality widget,2159-01-02,2161-01-02
9862,Beta Gadget 9862,Advanced gadget for daily use,2159-01-07,2161-01-07
9863,Gamma Tool 9863,Durable tool for professionals,2159-01-12,2161-01-12
9864,Delta Device 9864,Compact and efficient device,2159-01-17,2161-01-17
9865,Epsilon Gear 9865,Precision engineered gear,2159-01-22,2161-01-22
9866,Zeta Component 9866,Essential component for machines,2159-01-27,2161-01-27
9867,Eta Module 9867,Modular design for flexibility,2159-02-01,2161-02-01
9868,Theta Part 9868,High performance part,2159-02-06,2161-02-06
9869,Iota Accessory 9869,Accessory for multiple uses,2159-02-11,2161-02-11
9870,Kappa Unit 9870,Unit for industrial applications,2159-02-16,2161-02-16
9871,Lambda Widget 9871,Next-gen widget,2159-02-21,2161-02-21
9872,Mu Gadget 9872,Smart gadget for home,2159-02-26,2161-02-26
9873,Nu Tool 9873,Ergonomic tool,2159-03-03,2161-03-03
9874,Xi Device 9874,Energy efficient device,2159-03-08,2161-03-08
9875,Omicron Gear 9875,Heavy-duty gear,2159-03-13,2161-03-13
9876,Pi Component 9876,Component for electronics,2159-03-18,2161-03-18
9877,Rho Module 9877,Module for automation,2159-03-23,2161-03-23
9878,Sigma Part 9878,Precision part,2159-03-28,2161-03-28
9879,Tau Accessory 9879,Accessory for gadgets,2159-04-02,2161-04-02
9880,Upsilon Unit 9880,Unit for assembly lines,2159-04-07,2161-04-07
9881,Alpha Widget 9881,High quality widget,2159-04-12,2161-04-12
9882,Beta Gadget 9882,Advanced gadget for daily use,2159-04-17,2161-04-17
9883,Gamma Tool 9883,Durable tool for professionals,2159-04-22,2161-04-22
9884,Delta Device 9884,Compact and efficient device,2159-04-27,2161-04-27
9885,Epsilon Gear 9885,Precision engineered gear,2159-05-02,2161-05-02
9886,Zeta Component 9886,Essential component for machines,2159-05-07,2161-05-07
9887,Eta Module 9887,Modular design for flexibility,2159-05-12,2161-05-12
9888,Theta Part 9888,High performance part,2159-05-17,2161-05-17
9889,Iota Accessory 9889,Accessory for multiple uses,2159-05-22,2161-05-22
9890,Kappa Unit 9890,Unit for industrial applications,2159-05-27,2161-05-27
9891,Lambda Widget 9891,Next-gen widget,2159-06-01,2161-06-01
